username,division,score,place,match_id
pieguy,1,1099.04,3,14547
snoworld,2,1601.23,3,14547
theycallhimtom,1,749.46,4,14547
Freezing,2,1536.38,4,14547
Gassa,1,704.15,5,14547
Conan630,2,1495.24,5,14547
Egor,1,1151.36,1,14549
innocentboy2,2,1418.12,2,14549
RRx,1,1142.45,2,14549
1412,2,1315.45,3,14549
liympanda,1,841.49,3,14549
MohamedMonem,2,1277.02,4,14549
tourist,1,811.4,4,14549
m.radwan,2,1151.89,5,14549
unbing,1,747.82,5,14549
Goblin_Shredder,2,1121.61,6,14549
Petr,1,1249.33,1,14552
sky_love_high,2,1322.21,1,14552
Egor,1,1079.89,2,14552
mortalworld,2,1245.69,2,14552
crazyb0y,1,763.67,3,14552
ryz,2,1235.28,3,14552
sdya,1,737.14,4,14552
redxx,2,1198.68,5,14552
exod40,1,722.22,5,14552
Igorp_ktl,2,1014.35,6,14552
shangjingbo,1,1574.22,1,14548
koryabkin,2,1256.68,1,14548
Kankuro,1,1343.66,2,14548
Ariosxcw,2,1200.8,2,14548
Petr,1,1248.17,3,14548
wcgbg,2,1133.16,3,14548
wata,1,1244.02,4,14548
ilya_malinovsky,2,1109.25,4,14548
Vasyl[alphacom],1,1242.18,5,14548
shhrg,2,886.93,5,14548
lyrically,1,1166.7,1,14545
jpaulson,2,1460.43,1,14545
wata,1,1050.35,2,14545
lilingxiao,2,1261.25,2,14545
tourist,1,701.55,3,14545
mr.white.cobra,2,1256.24,3,14545
ainu7,1,683.89,4,14545
wohuai,2,1193.73,4,14545
rejudge,1,670.09,5,14545
shnya,2,1193.15,5,14545
Petr,1,1305.88,1,14722
carber,2,1379.82,1,14722
wcao,1,806.99,2,14722
vikram_v1990,2,1332.0,2,14722
tourist,1,674.21,3,14722
Gourav.in,2,1311.48,3,14722
mR.ilchii,1,666.14,4,14722
lordbogy,2,1298.55,4,14722
exod40,1,644.32,5,14722
yantar92,2,1278.8,5,14722
tourist,1,1642.24,1,14553
onigiri,2,1489.31,1,14553
Petr,1,1557.07,2,14553
imbanoob,2,1488.33,2,14553
LayCurse,1,1427.91,3,14553
tkwons,2,1371.64,3,14553
lyrically,1,1345.96,4,14553
mkirsche,2,1371.02,4,14553
liympanda,1,1335.27,5,14553
tomazos,2,1192.05,5,14553
Vasyl[alphacom],1,1064.18,1,14723
cherudim9,2,840.05,1,14723
ir5,1,671.02,2,14723
filipst,2,835.5,2,14723
espr1t,1,628.87,3,14723
olgngy,2,825.52,3,14723
neal_wu,1,627.27,4,14723
TDuke,2,823.81,4,14723
unbing,1,618.04,5,14723
manishmap2,2,810.29,5,14723
Petr,1,1314.93,1,14550
isundaylee,2,1252.23,1,14550
Eryx,1,1306.24,2,14550
wormsty,2,1222.88,2,14550
ACRush,1,1188.31,3,14550
starszys,2,781.16,5,14550
lyrically,1,1164.46,4,14550
[MinWoo],2,766.1,6,14550
bwps,1,1106.5,5,14550
capythm,2,763.88,7,14550
ainu7,1,1499.04,1,14724
_peanut,2,1309.2,1,14724
LayCurse,1,836.26,2,14724
bg95,2,1281.84,2,14724
bmerry,1,830.54,3,14724
razimantv,2,1259.65,3,14724
exod40,1,819.2,4,14724
leopard1,2,1255.54,4,14724
Burunduk1,1,792.92,5,14724
s2++;,2,1142.28,5,14724
RAD.,1,1246.08,1,14725
csferng,2,1250.7,1,14725
dolphinigle,1,1236.86,2,14725
MDG.CEO,2,733.0,3,14725
dzhulgakov,1,1222.55,3,14725
gantushig,2,709.22,4,14725
tourist,1,1197.47,4,14725
dushmi94,2,702.83,5,14725
Jedi_Knight,1,1101.17,5,14725
Erop,2,692.53,6,14725
tomek,1,1066.99,1,14726
mostafa_fahim,2,1121.65,1,14726
Petr,1,1053.59,2,14726
nbuacm09,2,1010.04,2,14726
tourist,1,1025.34,3,14726
Nur,2,950.1,3,14726
bmerry,1,920.82,4,14726
robinn,2,922.12,4,14726
exod40,1,898.47,5,14726
PlayLikeNeverB4,2,897.51,5,14726
neal_wu,1,697.29,1,14762
zpl2,2,1353.79,1,14762
nima.ahmadi,1,685.84,2,14762
Edgeworth,2,1034.21,2,14762
ainu7,1,667.5,3,14762
lordbogy,2,953.67,3,14762
SergeiFedorov,1,629.81,4,14762
kozlovsergij,2,735.74,4,14762
pieguy,1,623.03,5,14762
a3616001,2,724.73,5,14762
ACRush,1,1681.56,1,14727
gzh,2,775.58,1,14727
nika,1,1544.03,2,14727
Lanaro,2,761.96,2,14727
Egor,1,1373.21,3,14727
rgb999,2,730.73,3,14727
Petr,1,1338.53,4,14727
nitingupta_coe,2,728.34,4,14727
tomek,1,1291.48,5,14727
Damonbaby,2,712.79,5,14727
wata,1,1296.81,1,14730
saronger,2,1694.25,1,14730
WJMZBMR,1,1229.84,2,14730
Abrackadabra,2,1429.95,2,14730
xhl_kogitsune,1,1150.89,3,14730
Ganef,2,1236.34,3,14730
ShikXD,1,1143.02,4,14730
thunderhammer,2,1230.89,4,14730
tourist,1,1138.62,5,14730
Daiki_Ando,2,1206.18,5,14730
Egor,1,1692.55,1,14728
saronger,2,1576.37,1,14728
tmt514,1,1250.3,2,14728
crackerwang,2,1444.52,2,14728
Blue.Mary,1,1245.63,3,14728
etaehyun4,2,1433.61,3,14728
WJMZBMR,1,1109.54,4,14728
median0816,2,1389.07,4,14728
Voover,1,1050.74,5,14728
shuxiong,2,1319.4,6,14728
ahyangyi,1,1533.31,1,15090
fsouza,1,1488.92,2,15090
vlad89,1,1431.04,3,15090
Sigmar,1,1397.28,4,15090
cafelier,1,1370.77,5,15090
lyrically,1,1379.7,1,14731
daidailanlan,2,1733.11,1,14731
SkidanovAlex,1,1240.8,2,14731
jruby,2,1188.79,2,14731
SierraQuebec,1,1215.52,3,14731
Ziklon,2,764.52,3,14731
Petr,1,1099.24,4,14731
murat,2,662.62,4,14731
Sevenkplus,1,1083.93,5,14731
Oi.,2,662.47,5,14731
bmerry,1,982.19,1,14729
SierraQuebec,2,1460.42,1,14729
meret,1,869.2,2,14729
masha_and_beer,2,1280.58,2,14729
shevchen,1,849.96,3,14729
flyfish_,2,1148.39,3,14729
sky58,1,795.67,4,14729
shin_ike,2,960.68,4,14729
lyrically,1,785.75,5,14729
pekkus,2,878.86,5,14729
BrainDeveloper,1,1626.45,1,15092
zhuojie,1,1582.05,2,15092
marcina007,1,1576.36,3,15092
defrager,1,1490.16,4,15092
khanhnhan5391,1,1483.87,5,15092
LayCurse,1,1241.06,1,14734
tshprek,2,760.37,1,14734
nika,1,676.45,2,14734
sls,2,722.68,2,14734
Komaki,1,669.71,3,14734
ahm.kam_92,2,643.01,3,14734
[[iwi]],1,654.23,4,14734
Jerrysnow,2,609.8,4,14734
dzhulgakov,1,650.17,5,14734
phi16,2,549.41,6,14734
Petr,1,1319.49,1,14732
ibra,2,1259.34,1,14732
ACRush,1,1299.52,2,14732
eatmore,2,1258.74,2,14732
kalinov,1,782.42,3,14732
BiliBili,2,1182.58,3,14732
UdH-WiNGeR,1,722.99,4,14732
Gripleaf,2,1093.46,4,14732
marek.cygan,1,687.23,5,14732
0.0,2,993.26,5,14732
Egor,1,1261.1,1,15094
kalinov,1,1127.4,2,15094
Burunduk1,1,777.99,3,15094
ACRush,1,769.6,4,15094
Gluk,1,765.79,5,15094
Petr,1,770.45,1,15135
lyrically,1,625.69,2,15135
Rydberg,1,538.86,3,15135
Kenny_HORROR,1,533.75,4,15135
RAVEman,1,505.94,5,15135
ainu7,1,1425.3,1,14736
xiaoshua1,2,1490.32,1,14736
bmerry,1,1373.72,2,14736
yzhyyyyc,2,1468.56,2,14736
liympanda,1,1233.96,3,14736
racebug2012,2,1172.73,4,14736
Petr,1,1201.7,4,14736
darkttd,2,1080.94,5,14736
Vasyl[alphacom],1,1172.3,5,14736
kang205,2,956.84,6,14736
Petr,1,1451.46,1,15156
Egor,1,1245.58,2,15156
lyrically,1,1189.49,3,15156
RAVEman,1,696.97,4,15156
nika,1,643.69,5,15156
mikhailOK,1,1294.84,1,15095
Voover,1,1258.46,2,15095
UdH-WiNGeR,1,1229.21,3,15095
msg555,1,1195.26,4,15095
Stigius,1,1141.89,5,15095
ACRush,1,1684.58,1,15037
logic_max,2,786.9,1,15037
tourist,1,1334.86,2,15037
Smit,2,759.59,2,15037
wata,1,959.69,3,15037
ajay.verma,2,726.1,4,15037
wcao,1,737.2,4,15037
szk1347,2,725.55,5,15037
kuniavski,1,734.51,5,15037
lantimilan,2,723.6,6,15037
"Min,lu",1,1646.9,1,15091
peter50216,1,1626.78,2,15091
Al.Cash,1,1600.76,3,15091
marek.cygan,1,1591.8,4,15091
oioi98,1,1589.18,5,15091
ACRush,1,1395.57,1,14737
mugurelionut,2,1073.55,1,14737
Egor,1,1111.59,2,14737
zhanyl,2,912.48,2,14737
lyrically,1,1089.86,3,14737
Pol-BoBaN,2,805.26,3,14737
ainu7,1,709.31,4,14737
W.Ricky,2,798.81,4,14737
Petr,1,701.14,5,14737
an_ant,2,710.23,5,14737
Burunduk1,1,698.65,1,15096
dzhulgakov,1,697.36,2,15096
andrewzta,1,677.91,3,15096
ACRush,1,663.41,4,15096
marek.cygan,1,660.15,5,15096
Burunduk1,1,1377.44,1,14738
GeassKing,2,1310.38,1,14738
meret,1,1345.65,2,14738
xiaoshua,2,1260.45,2,14738
Vasyl[alphacom],1,1341.81,3,14738
spnautilus,2,1209.81,3,14738
tourist,1,1275.18,4,14738
utsmisc,2,1157.46,4,14738
UdH-WiNGeR,1,1234.35,5,14738
lxc902,2,1106.64,5,14738
meret,1,573.31,1,15097
SergeiFedorov,1,484.27,2,15097
Dmitry_Egorov,1,465.82,3,15097
[[iwi]],1,455.32,4,15097
Dlougach,1,441.07,5,15097
Blue.Mary,1,776.58,1,14739
ilya_malinovsky,2,1808.35,1,14739
SierraQuebec,1,773.71,2,14739
fenyan21,2,1555.61,2,14739
tourist,1,732.56,3,14739
Neroysq,2,1343.8,3,14739
Petr,1,712.23,4,14739
this_isssssyy,2,1243.87,4,14739
ll931110,1,591.8,5,14739
con_nha_ngheo,2,1158.88,5,14739
pashka,1,1054.19,1,15093
RAVEman,1,912.97,2,15093
meret,1,815.79,3,15093
Petr,1,661.37,4,15093
bmerry,1,647.47,5,15093
[[iwi]],1,1136.45,1,14735
juver,2,1191.88,1,14735
blue.boy,1,1057.24,2,14735
fish11,2,1191.09,2,14735
Petr,1,771.79,3,14735
pashkal,2,1119.03,3,14735
rejudge,1,761.07,4,14735
ziki,2,1088.81,4,14735
vav14,1,696.9,5,14735
caoboxiao,2,919.37,5,14735
Egor,1,1116.15,1,15170
superDD,2,1535.73,1,15170
redocpod,1,698.67,2,15170
intensecoder,2,1024.55,2,15170
RAVEman,1,626.2,3,15170
azneye,2,877.74,3,15170
wrong,1,603.96,4,15170
mogproject,2,784.23,4,15170
neal_wu,1,596.75,5,15170
max777alex,2,733.34,5,15170
tourist,1,1387.57,1,15172
zeonsgtr,2,1282.4,1,15172
wata,1,1335.4,2,15172
tailed,2,1158.16,2,15172
Petr,1,1227.24,3,15172
intensecoder,2,1085.15,3,15172
Jedi_Knight,1,1079.23,4,15172
JShmatov,2,737.81,4,15172
rudradevbasak,1,1070.83,5,15172
azaky,2,705.4,5,15172
tourist,1,1191.73,1,15173
homelessman,2,1357.47,1,15173
wata,1,1089.59,2,15173
magdi,2,1345.36,2,15173
marek.cygan,1,715.02,3,15173
ii_monkey_ii,2,1302.6,3,15173
RAD.,1,711.63,4,15173
DEGwer,2,1288.14,4,15173
Komaki,1,690.7,5,15173
wind_614,2,1282.54,5,15173
RAVEman,1,483.14,1,15304
Egor,1,0.0,2,15304
cafelier,1,1093.18,1,15174
AcOnFingers,2,669.6,1,15174
LayCurse,1,1068.01,2,15174
xiaomengxian,2,637.48,2,15174
pieguy,1,728.18,3,15174
michael_tan,2,594.12,3,15174
sdya,1,685.74,4,15174
JohnPeter,2,584.11,4,15174
komiya,1,663.56,5,15174
darkttd,2,582.86,5,15174
RAVEman,1,1358.18,1,15175
NaHS,2,1877.62,1,15175
RAD.,1,650.85,2,15175
aceofdiamonds,2,1631.07,2,15175
Egor,1,601.46,3,15175
gty3296,2,1264.85,3,15175
Petr,1,591.52,4,15175
OIerRobbin,2,1177.92,4,15175
sdya,1,562.3,5,15175
RedT,2,1117.31,5,15175
RRx,1,1393.22,1,15177
superpear,2,1318.84,1,15177
Egor,1,1311.43,2,15177
llj_bash,2,1215.65,2,15177
chokudai,1,1169.02,3,15177
ike728,2,1190.97,3,15177
Ra16bit,1,1119.51,4,15177
nokia,2,1110.88,4,15177
fetetriste,1,771.72,5,15177
AntiForest,2,1110.86,5,15177
rejudge,1,1198.34,1,15176
superpear,2,1381.95,1,15176
[[iwi]],1,1123.87,2,15176
vasja_p,2,1326.99,2,15176
K.A.D.R,1,778.22,3,15176
meteorcloudy,2,1273.24,3,15176
aceofdiamonds,1,771.71,4,15176
guliashvili,2,1262.95,4,15176
Petr,1,770.03,5,15176
zukky,2,1256.56,5,15176
Egor,1,1205.88,1,15150
ACRush,1,1107.66,2,15150
RAVEman,1,524.01,3,15150
[[iwi]],1,519.64,4,15150
SergeiFedorov,1,519.33,5,15150
rejudge,1,781.49,1,15178
izumo,2,1483.72,1,15178
nika,1,744.64,2,15178
Ryani,2,1350.8,2,15178
lovro,1,693.37,3,15178
repp4radu,2,1324.65,3,15178
SergeiFedorov,1,671.3,4,15178
judaplus,2,1245.84,4,15178
WJMZBMR,1,650.68,5,15178
RoyalSFlush,2,1214.43,5,15178
tourist,1,1104.49,1,15171
elfus,2,840.65,1,15171
wata,1,778.8,2,15171
Caiych,2,676.92,2,15171
Petr,1,733.88,3,15171
LvSakura,2,635.92,3,15171
gawry,1,672.19,4,15171
Thrax,2,621.74,4,15171
natalia,1,625.97,5,15171
rpk74m,2,610.69,5,15171
[[iwi]],1,478.54,1,15152
meret,1,332.97,2,15152
SergeiFedorov,1,264.86,3,15152
dzhulgakov,1,196.15,4,15152
_Romka_,1,25.0,5,15152
Egor,1,215.94,1,15378
meret,1,157.5,2,15378
RAVEman,1,50.0,3,15378
andrewzta,1,0.0,4,15378
shangjingbo,1,0.0,4,15378
tourist,1,1526.06,1,15179
moonprincess,2,1335.37,1,15179
ACRush,1,1441.51,2,15179
magdi,2,884.56,3,15179
rudradevbasak,1,1436.88,3,15179
yxc125630,2,869.66,4,15179
RAVEman,1,1417.27,4,15179
oldjunyi,2,838.9,5,15179
Komaki,1,1281.47,5,15179
asu,2,780.39,6,15179
blue.boy,1,1186.1,1,15180
riatre,2,1538.57,1,15180
xiaodao,1,724.2,2,15180
shihanyuan,2,1311.68,2,15180
ainu7,1,676.22,3,15180
AmanS,2,1116.2,3,15180
_Romka_,1,669.31,4,15180
kriateive,2,1088.98,4,15180
K.A.D.R,1,654.05,5,15180
scipianus,2,1085.8,5,15180
shangjingbo,1,1375.49,1,15151
marek.cygan,1,1145.01,2,15151
andrewzta,1,678.14,3,15151
meret,1,653.97,4,15151
Kankuro,1,532.72,5,15151
wata,1,1527.75,1,15185
Trias,2,1623.32,1,15185
Petr,1,1428.19,2,15185
tgudlek,2,1547.7,2,15185
tourist,1,1314.99,3,15185
TahaMahmoud,2,1502.11,3,15185
lyrically,1,1273.69,4,15185
pat3ik,2,1463.62,4,15185
bcip,1,1149.04,5,15185
ipaljak,2,1350.51,5,15185
Petr,1,676.42,1,15182
hovinhthinh,2,1164.06,1,15182
ainu7,1,651.58,2,15182
bfiss,2,1090.36,2,15182
UdH-WiNGeR,1,627.92,3,15182
Zapolski,2,1037.24,3,15182
scott_wu,1,614.34,4,15182
-NotOnlySuccess,2,771.23,4,15182
Komaki,1,564.26,5,15182
Alexmula,2,757.33,5,15182
ACRush,1,762.14,1,15184
mochavic,2,1420.38,1,15184
Komaki,1,614.41,2,15184
EvgeniSergeev,2,1383.07,2,15184
Petr,1,611.35,3,15184
anujkaliaiitd,2,1137.76,3,15184
pieguy,1,567.97,4,15184
ustimaw,2,1090.25,4,15184
RAVEman,1,539.33,5,15184
try_skycn,2,1080.42,5,15184
tourist,1,1369.03,2,15186
qzhouayi,2,797.51,2,15186
UESTC_elfness,1,1362.01,3,15186
aquintero,2,773.24,3,15186
ir5,1,1328.67,4,15186
cxlove,2,760.89,4,15186
ChnLiCh,1,1308.1,5,15186
ofix,2,748.44,5,15186
Ra16bit,1,1289.45,6,15186
Zip753,2,725.91,6,15186
Petr,1,1098.51,1,15183
ai00,2,1302.31,1,15183
RAVEman,1,663.37,2,15183
phamduyphuong,2,1200.79,2,15183
shangjingbo,1,655.52,3,15183
testmock,2,1051.33,3,15183
ikatanic,1,644.77,4,15183
heartxros,2,907.66,4,15183
yeputons,1,616.34,5,15183
Arterm,2,894.01,5,15183
Petr,1,763.89,1,15486
IIoTeP9HuY,2,758.46,1,15486
RAD.,1,657.59,2,15486
wmLiu,2,711.33,2,15486
NaHS,1,654.75,3,15486
charango7,2,703.41,3,15486
UdH-WiNGeR,1,606.5,4,15486
XVlad,2,703.17,4,15486
Voover,1,593.47,5,15486
diego.link,2,696.24,5,15486
Petr,1,1289.03,1,15187
neverknow,2,1351.24,1,15187
mikhailOK,1,753.61,2,15187
sandytea,2,1181.66,2,15187
scott_wu,1,709.3,3,15187
Serg1486,2,1105.32,3,15187
Leo.DingliYu,1,700.42,4,15187
ztxz16,2,1066.41,4,15187
dolphinigle,1,696.84,5,15187
Ignorance,2,1032.49,5,15187
[[iwi]],1,1219.46,1,15487
hyy5159,2,1143.21,2,15487
tom612pl,1,1152.04,2,15487
IH19980412,2,1042.29,3,15487
Hujiwara,1,1085.81,3,15487
kevin00050,2,768.12,5,15487
hirosegolf,1,1075.31,4,15487
sharatiitr,2,736.06,6,15487
tourist,1,1067.28,5,15487
hnu09dm,2,728.59,7,15487
chokudai,1,959.49,1,15489
Ming.Shen,2,1673.78,1,15489
lxhimo,1,789.22,2,15489
edly01,2,1264.04,2,15489
liympanda,1,751.57,3,15489
adadada111,2,1251.84,3,15489
ChnLiCh,1,733.22,4,15489
kagamiz,2,1222.08,4,15489
Petr,1,713.14,5,15489
cjoa2,2,1205.53,5,15489
Petr,1,1477.0,1,15181
TSLPolt,2,617.78,2,15181
rudradevbasak,1,1009.85,2,15181
boulanni,2,568.72,3,15181
UdH-WiNGeR,1,826.52,3,15181
SebP,2,519.55,4,15181
Komaki,1,646.9,4,15181
GengenGen,2,473.06,5,15181
Egor,1,641.29,5,15181
Amit_Bansal,2,439.54,6,15181
Petr,1,1344.18,1,15491
TheBlackParade,2,1168.99,1,15491
tourist,1,1201.72,2,15491
wangjl_sdu,2,1075.35,2,15491
Jedi_Knight,1,746.78,3,15491
arvind_br,2,826.41,3,15491
hamedvalizadeh,1,710.9,4,15491
avv,2,811.61,4,15491
Krig,1,651.07,5,15491
iUmmae,2,792.39,5,15491
ACRush,1,1709.1,1,15571
Rizvanov_de_xXx,1,1580.99,2,15571
daidailanlan,1,1561.59,4,15571
Kankuro,1,1531.65,5,15571
peter50216,1,1468.15,6,15571
Petr,1,679.84,1,15488
Tadrion,2,1451.13,1,15488
Egor,1,554.72,2,15488
Marcin_smu,2,1434.8,2,15488
Jedi_Knight,1,540.74,3,15488
Zyflair,2,1378.84,3,15488
LayCurse,1,450.09,4,15488
Mrakoplas,2,1366.5,4,15488
Dmitry_Egorov,1,437.06,5,15488
mips88,2,1315.62,5,15488
OuyangJialin,1,1725.74,1,15580
ainu7,1,1705.59,2,15580
wjmsbmr,1,1660.43,3,15580
semiexp,1,1652.27,4,15580
vlad_D,1,1651.72,5,15580
tourist,1,634.83,1,15490
Ramon_Silva,2,1537.71,1,15490
ainu7,1,600.17,2,15490
serbanstan,2,1508.26,2,15490
msg555,1,593.3,4,15490
aakashns,2,1443.71,3,15490
kuniavski,1,561.81,5,15490
wodesuck,2,1381.12,4,15490
Jedi_Knight,1,557.2,6,15490
sky_zie,2,1350.05,5,15490
tourist,1,1458.95,1,15492
Verawy,2,778.23,2,15492
Jedi_Knight,1,1118.82,2,15492
ali_fiujnomali,2,740.64,3,15492
maksay,1,707.92,3,15492
satashun,2,701.41,4,15492
Petr,1,658.74,4,15492
LXLWDGY,2,698.56,5,15492
vot,1,652.66,5,15492
minus9d,2,694.02,6,15492
SnapDragon,1,1677.72,1,15585
NaHS,1,1435.82,2,15585
ballon,1,1316.93,3,15585
SkidanovAlex,1,1254.14,4,15585
just.for.fun,1,1249.4,5,15585
wcao,1,1172.95,1,15493
atpec,2,1258.09,1,15493
rudradevbasak,1,818.78,2,15493
lkx,2,1100.43,2,15493
Voover,1,795.77,3,15493
sergio10barca,2,1091.47,3,15493
dzhulgakov,1,780.75,4,15493
sungv_shenoy,2,1020.58,4,15493
subscriber,1,737.63,5,15493
DiegoCR,2,880.04,5,15493
Petr,1,1238.7,1,15494
Mindyou,2,1382.99,1,15494
Egor,1,770.17,2,15494
ksun48,2,1305.86,2,15494
hmilynavi,1,675.25,3,15494
yokozuna57,2,1259.79,3,15494
Rizvanov_de_xXx,1,659.66,4,15494
gchebanov,2,1232.69,4,15494
tomek,1,654.09,5,15494
Wheeler,2,1188.53,5,15494
ACRush,1,788.42,1,15594
sdya,1,781.19,2,15594
tourist,1,771.19,3,15594
serenade,1,720.71,4,15594
liympanda,1,660.95,5,15594
Egor,1,556.03,1,15634
ilyakor,1,506.19,2,15634
ir5,1,451.34,3,15634
DamianS,1,423.72,4,15634
littlesheep2010,1,407.13,5,15634
lyrically,1,1424.41,1,15497
adelnobel,2,1756.58,1,15497
tomek,1,1164.09,2,15497
kkab,2,1506.23,2,15497
SergeiFedorov,1,931.05,3,15497
Eiga,2,1486.82,3,15497
wuzhengkai,1,802.74,4,15497
Shrug,2,1429.77,4,15497
Dlougach,1,767.23,5,15497
Wajeb,2,1348.08,5,15497
Petr,1,1447.9,1,15495
Mindyou,2,1234.3,1,15495
rejudge,1,1384.19,2,15495
Joshua_Astray,2,1205.43,2,15495
meret,1,1351.22,3,15495
yasser_csed14,2,1187.17,4,15495
FattyPenguin,1,1300.65,4,15495
eggeek,2,1123.47,5,15495
marcina007,1,1298.91,5,15495
equivalence1,2,848.87,6,15495
tomek,1,1444.1,1,15653
semiexp,1,1281.84,2,15653
ke1vin,1,1109.15,3,15653
ainu7,1,1077.91,4,15653
RAVEman,1,734.4,5,15653
Burunduk1,1,1062.17,1,15633
eatmore,1,933.61,2,15633
RAD.,1,655.51,3,15633
UdH-WiNGeR,1,627.86,4,15633
ShikXD,1,599.68,5,15633
Egor,1,1169.32,1,15496
ping128,2,1472.71,1,15496
RAVEman,1,1153.36,2,15496
rais.fathin38,2,1317.48,2,15496
nika,1,960.88,3,15496
kkpattern,2,1231.03,3,15496
lyrically,1,754.2,4,15496
diego.link,2,1209.5,4,15496
KalininN,1,618.6,5,15496
iridescent,2,1198.75,5,15496
Egor,1,1148.94,1,15656
meret,1,603.27,2,15656
Petr,1,574.64,3,15656
Jedi_Knight,1,554.69,4,15656
eatmore,1,517.21,5,15656
Petr,1,1262.81,1,15499
niklasb,2,1610.53,1,15499
cgy4ever,1,1019.86,2,15499
neko13,2,1444.3,2,15499
lyrically,1,754.29,3,15499
LoveZx,2,1300.98,3,15499
bmerry,1,711.55,4,15499
NSV,2,1291.66,4,15499
subscriber,1,708.65,5,15499
dinarisio,2,1272.55,5,15499
Petr,1,1052.4,1,15503
Miras321,2,1302.43,1,15503
niyaznigmatul,1,779.29,2,15503
aman180193,2,1243.92,2,15503
sdya,1,757.94,3,15503
albertvictor,2,1220.19,3,15503
Mimino,1,697.67,4,15503
iamstupid,2,1199.82,4,15503
Egor,1,694.4,5,15503
gaf.stephanos,2,1142.26,5,15503
tomek,1,1060.39,1,15693
sdya,1,695.64,2,15693
wata,1,685.43,3,15693
rejudge,1,637.62,4,15693
dzhulgakov,1,610.03,5,15693
cgy4ever,1,520.57,1,15686
ir5,1,511.36,2,15686
marcina007,1,445.64,3,15686
ke1vin,1,422.02,4,15686
[[iwi]],1,363.95,5,15686
tomek,1,1297.43,1,15498
Endagorion,2,1604.58,1,15498
rejudge,1,1200.3,2,15498
namonakiacc,2,1175.73,2,15498
K.A.D.R,1,1180.17,3,15498
makanbeling,2,1174.46,3,15498
RAVEman,1,1166.87,4,15498
lolnic,2,1136.82,4,15498
WJMZBMR,1,1090.57,5,15498
asif_iut,2,1124.72,5,15498
neal_wu,1,1226.98,1,15501
farzad.ab,2,1185.74,1,15501
sky_love_high,1,1199.75,2,15501
borian,2,765.77,2,15501
UdH-WiNGeR,1,1133.93,3,15501
kevinbm,2,699.22,3,15501
SergeiFedorov,1,1090.74,4,15501
Milrivel,2,684.75,4,15501
cafelier,1,1066.53,5,15501
emka207,2,538.13,5,15501
tourist,1,1630.11,1,15500
azneye,2,1489.96,1,15500
Egor,1,1264.1,2,15500
cibulka,2,1467.62,2,15500
RAVEman,1,1096.72,3,15500
INeedPractice,2,1218.15,3,15500
hirosegolf,1,716.21,4,15500
zhtt0,2,1201.18,4,15500
Voover,1,686.05,5,15500
ryo_issy,2,1185.29,5,15500
cgy4ever,1,272.8,1,15694
ir5,1,0.0,2,15694
ke1vin,1,0.0,2,15694
NaHS,1,1226.68,1,15696
zyhzyhzyh,2,1374.81,1,15696
Petr,1,1190.55,2,15696
JohnPeter,2,1362.22,2,15696
yeputons,1,1133.14,3,15696
judanine,2,1287.98,3,15696
Dmitry_Egorov,1,1096.85,4,15696
praveen123,2,1279.73,4,15696
niyaznigmatul,1,1067.51,5,15696
-V-ittle,2,1245.69,5,15696
Egor,1,1807.44,1,15698
feyat,2,1630.26,1,15698
Vasyl[alphacom],1,1084.54,2,15698
nihalpi1,2,1575.45,2,15698
vlad89,1,919.07,3,15698
shilov,2,1458.58,3,15698
kraskevich,1,909.36,4,15698
nikhil_iiith,2,1445.82,4,15698
semiexp,1,799.08,5,15698
niquefa_yamit,2,1421.75,5,15698
Egor,1,1336.81,1,15702
goie,2,1476.61,1,15702
scottai,1,1053.34,2,15702
zemen,2,1388.65,2,15702
Eryx,1,893.46,3,15702
kartrina,2,1042.99,3,15702
bmerry,1,793.22,4,15702
MSTyoda,2,718.79,4,15702
niyaznigmatul,1,752.05,5,15702
Totktonada,2,643.35,5,15702
bmerry,1,1452.85,1,15701
UESTC_Sakura,2,1483.36,1,15701
Petr,1,1257.92,2,15701
bigL,2,1327.78,2,15701
niyaznigmatul,1,1239.92,3,15701
posaggen,2,1302.24,3,15701
Egor,1,1173.11,4,15701
TeaPot,2,1216.66,4,15701
Dmitry_Egorov,1,1132.11,5,15701
zhusha,2,1174.24,5,15701
tourist,1,698.42,1,15502
ecnerwal,2,1255.91,1,15502
Egor,1,595.86,2,15502
Adi_blitzkrieg,2,1213.57,2,15502
FattyPenguin,1,589.74,3,15502
trpkt1001,2,1125.68,3,15502
Petr,1,582.43,4,15502
Savlik5,2,1110.3,4,15502
blue.boy,1,559.06,5,15502
hmori,2,1105.0,5,15502
Petr,1,1345.43,1,15700
Apsara,2,1584.69,1,15700
tourist,1,1329.03,2,15700
ash1794,2,1338.68,2,15700
Komaki,1,1201.44,3,15700
___watanabe,2,1325.83,3,15700
msg555,1,1160.25,4,15700
fojy,2,1210.16,4,15700
al13n,1,1151.66,5,15700
kcy1019,2,1204.82,5,15700
semiexp,1,1205.2,1,15699
rulez123,2,1553.21,1,15699
wrong,1,1179.17,2,15699
sinki,2,1518.75,2,15699
Petr,1,1047.4,3,15699
BlazWin,2,1423.24,3,15699
K.A.D.R,1,941.22,4,15699
pajdo,2,1404.78,4,15699
scott_wu,1,939.26,5,15699
Aldred,2,1398.97,5,15699
xiaodao,1,747.44,1,15703
supercharger,2,1409.44,1,15703
maksay,1,737.44,2,15703
ComradePetr,2,1058.71,2,15703
hirosegolf,1,724.88,3,15703
Frommi,2,1031.88,3,15703
