status,solution_id,match_id,language,problem_id
Success,22724749,13512,Java,10105
Success,22659007,13511,C++,10058
Success,22749285,13511,Java,10058
Success,22671912,13511,C++,9914
Success,16067996,13511,Java,9914
Success,20812309,13511,C++,9963
Success,15881985,13511,Java,9963
Success,22711603,13510,C#,10078
Success,15881985,13512,Java,10104
Success,22647580,13510,Java,10078
Success,7446789,13512,C++,10104
Success,22718258,13510,C++,10078
Success,22675094,13513,C++,9751
Success,15805598,13513,Java,9751
Success,22723679,13512,C++,9871
Success,22626964,13512,Java,9871
Success,10574855,13510,C#,10085
Success,260828,13510,C#,10054
Success,10019000,13510,C#,10077
Success,10574855,13508,C#,9943
Success,10574855,13509,C#,8211
Success,10574855,13507,C#,9904
Success,7463124,13509,VB,9945
Success,10574855,13509,C#,10071
Success,10574855,13509,C#,9886
Success,10574855,13508,C#,9942
Success,22676038,13508,C#,9925
Success,7447213,13507,C#,9902
Success,10574855,13508,C#,9924
Success,22745010,13508,C#,9944
Success,22683060,13507,VB,9905
Success,22676038,13507,C#,9905
Success,22671772,13507,C++,9905
Success,22645474,13507,Java,9905
Success,8479262,13507,Java,9902
Success,22702977,13507,C++,9902
Success,22664173,13508,C++,9924
Success,22626897,13508,C++,9944
Success,7452866,13508,Java,9924
Success,22714770,13508,C++,9925
Success,22653044,13508,C++,9942
Success,22654575,13508,Java,9942
Success,22504795,13509,C++,10071
Success,22645474,13508,Java,9925
Success,345114,13509,Java,10071
Success,22722059,13509,C#,9945
Success,22736467,13509,C++,9945
Success,21971539,13507,Java,9904
Success,21822659,13509,Java,9886
Success,22724749,13509,Java,9945
Success,19849563,13509,C++,9886
Success,22653720,13507,C++,9904
Success,15820587,13508,C++,9943
Success,15803924,13509,Java,8211
Success,7446789,13510,C++,10054
Success,11919691,13509,C++,8211
Success,7446789,13510,C++,10085
Success,22221928,13510,Java,10054
Success,22221928,13510,Java,10085
Success,22699784,13510,C++,10077
Success,22695970,13510,Java,10077
Success,10574855,13507,C#,8576
Success,22722059,13506,C#,9954
Success,10574855,13507,C#,9857
Success,19849563,13507,C++,9857
Success,22683060,13506,VB,9978
Success,22706174,13506,C++,9954
Success,14883513,13505,VB,8786
Success,10574855,13506,C#,9877
Success,22671975,13506,C#,9934
Success,10574855,13506,C#,9958
Success,10428762,13506,C#,9933
Success,9906197,13505,C++,9895
Success,10574855,13505,C#,9895
Success,7452866,13505,Java,9895
Success,7452866,13506,Java,9933
Success,15117368,13506,C++,9933
